tweet,label,tokens,filtered_tokens
the way skyerewaa the tweet nu im scared sef since yestee girl nu tweeti saaaa ekua ka nu nyinaaaaa,positive,"['the', 'way', 'skyerewaa', 'the', 'tweet', 'nu', 'im', 'scared', 'sef', 'since', 'yestee', 'girl', 'nu', 'tweeti', 'saaaa', 'ekua', 'ka', 'nu', 'nyinaaaaa']","['way', 'skyerewaa', 'tweet', 'nu', 'im', 'scared', 'sef', 'since', 'yestee', 'girl', 'nu', 'tweeti', 'saaaa', 'ekua', 'nu', 'nyinaaaaa']"
then say luka modric speak twi aka baako 😂😂,positive,"['then', 'say', 'luka', 'modric', 'speak', 'twi', 'aka', 'baako', '😂', '😂']","['say', 'luka', 'modric', 'speak', 'twi', 'aka', 'baako', '😂', '😂']"
ɛyɛ wo fɛ nanso yɛ frɛ demo a wonkɔ,positive,"['ɛyɛ', 'wo', 'fɛ', 'nanso', 'yɛ', 'frɛ', 'demo', 'a', 'wonkɔ']","['ɛyɛ', 'fɛ', 'nanso', 'frɛ', 'demo', 'wonkɔ']"
sɛ me nyaa california anka ɛnyɛ bad koraa ooo 😂😂😂 wankasa nso sɛ me nya wo aa me pɛ wo 😂💔,positive,"['sɛ', 'me', 'nyaa', 'california', 'anka', 'ɛnyɛ', 'bad', 'koraa', 'ooo', '😂', '😂', '😂', 'wankasa', 'nso', 'sɛ', 'me', 'nya', 'wo', 'aa', 'me', 'pɛ', 'wo', '😂', '💔']","['sɛ', 'nyaa', 'california', 'anka', 'ɛnyɛ', 'bad', 'koraa', 'ooo', '😂', '😂', '😂', 'wankasa', 'sɛ', 'nya', 'pɛ', '😂', '💔']"
ny s bia mep fm but da mu baakop,positive,"['ny', 's', 'bia', 'mep', 'fm', 'but', 'da', 'mu', 'baakop']","['ny', 'bia', 'mep', 'fm', 'baakop']"
adey kai school ma paddie bi dem score he say koraa meho f ky wo alaf saaaa herh,positive,"['adey', 'kai', 'school', 'ma', 'paddie', 'bi', 'dem', 'score', 'he', 'say', 'koraa', 'meho', 'f', 'ky', 'wo', 'alaf', 'saaaa', 'herh']","['adey', 'kai', 'school', 'paddie', 'dem', 'score', 'say', 'koraa', 'meho', 'f', 'ky', 'alaf', 'saaaa', 'herh']"
relax nnipa nua ne nnipa,positive,"['relax', 'nnipa', 'nua', 'ne', 'nnipa']","['relax', 'nnipa', 'nua', 'nnipa']"
no ne brofo bebree wei,positive,"['no', 'ne', 'brofo', 'bebree', 'wei']","['brofo', 'bebree', 'wei']"
ey akua wonkoa wo nufo nono herh sosket nufo geng wei dier size boom o,positive,"['ey', 'akua', 'wonkoa', 'wo', 'nufo', 'nono', 'herh', 'sosket', 'nufo', 'geng', 'wei', 'dier', 'size', 'boom', 'o']","['ey', 'akua', 'wonkoa', 'nufo', 'nono', 'herh', 'sosket', 'nufo', 'geng', 'wei', 'dier', 'size', 'boom']"
afei wo nan naa 🤣🤣🤣,positive,"['afei', 'wo', 'nan', 'naa', '🤣', '🤣', '🤣']","['afei', 'nan', 'naa', '🤣', '🤣', '🤣']"
wei nyinaaa akuffo addo nim ho bi,positive,"['wei', 'nyinaaa', 'akuffo', 'addo', 'nim', 'ho', 'bi']","['wei', 'nyinaaa', 'akuffo', 'addo', 'nim']"
na timo wor he,positive,"['na', 'timo', 'wor', 'he']","['timo', 'wor']"
blackstars y ma mo ooooo,positive,"['blackstars', 'y', 'ma', 'mo', 'ooooo']","['blackstars', 'ooooo']"
oh mmaa nyinaa boyfriend,positive,"['oh', 'mmaa', 'nyinaa', 'boyfriend']","['oh', 'mmaa', 'nyinaa', 'boyfriend']"
me ne wo yɛ adwene wei deɛ ɛnnyɛ kotoko ne hearts nsɛmsɛm biaa🙆‍♂️,positive,"['me', 'ne', 'wo', 'yɛ', 'adwene', 'wei', 'deɛ', 'ɛnnyɛ', 'kotoko', 'ne', 'hearts', 'nsɛmsɛm', 'biaa', '🙆', '\u200d', '♂', '️']","['adwene', 'wei', 'deɛ', 'ɛnnyɛ', 'kotoko', 'hearts', 'nsɛmsɛm', 'biaa', '🙆', '\u200d', '♂', '️']"
abena wo ho y wo d ooo,positive,"['abena', 'wo', 'ho', 'y', 'wo', 'd', 'ooo']","['abena', 'ooo']"
ybr no na mmo adeda 🛌,positive,"['ybr', 'no', 'na', 'mmo', 'adeda', '🛌']","['ybr', 'mmo', 'adeda', '🛌']"
sikafuor na ebor golf,positive,"['sikafuor', 'na', 'ebor', 'golf']","['sikafuor', 'ebor', 'golf']"
wo num yoghurt aaa,positive,"['wo', 'num', 'yoghurt', 'aaa']","['num', 'yoghurt', 'aaa']"
nufuo nu mu nsuo na gye wo papa 😂,positive,"['nufuo', 'nu', 'mu', 'nsuo', 'na', 'gye', 'wo', 'papa', '😂']","['nufuo', 'nu', 'nsuo', 'gye', 'papa', '😂']"
dier adn ei ibi too much,positive,"['dier', 'adn', 'ei', 'ibi', 'too', 'much']","['dier', 'adn', 'ei', 'ibi', 'much']"
obi dropi ah na ma dropi lol,positive,"['obi', 'dropi', 'ah', 'na', 'ma', 'dropi', 'lol']","['obi', 'dropi', 'ah', 'dropi', 'lol']"
eeeiiiiii wo y goliath,positive,"['eeeiiiiii', 'wo', 'y', 'goliath']","['eeeiiiiii', 'goliath']"
si mo so s,positive,"['si', 'mo', 'so', 's']",['si']
awww ewuarde menhu nea meny meho mpo 🥳🥳🥳🥳🥳🥳🥳🥳,positive,"['awww', 'ewuarde', 'menhu', 'nea', 'meny', 'meho', 'mpo', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳']","['awww', 'ewuarde', 'menhu', 'nea', 'meny', 'meho', 'mpo', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳', '🥳']"
nice nice wa y ne nyinaa 🎉🎉,positive,"['nice', 'nice', 'wa', 'y', 'ne', 'nyinaa', '🎉', '🎉']","['nice', 'nice', 'wa', 'nyinaa', '🎉', '🎉']"
bu ade wai na nipa ns hweeee,positive,"['bu', 'ade', 'wai', 'na', 'nipa', 'ns', 'hweeee']","['bu', 'ade', 'wai', 'nipa', 'ns', 'hweeee']"
akɔnɔ bɔne deɛ nyame mma ɛmpare me,positive,"['akɔnɔ', 'bɔne', 'deɛ', 'nyame', 'mma', 'ɛmpare', 'me']","['akɔnɔ', 'bɔne', 'deɛ', 'nyame', 'mma', 'ɛmpare']"
information w raase yi mu o,positive,"['information', 'w', 'raase', 'yi', 'mu', 'o']","['information', 'w', 'raase', 'yi']"
abcde train me abeg 😅,positive,"['abcde', 'train', 'me', 'abeg', '😅']","['abcde', 'train', 'abeg', '😅']"
me ly no no😍,positive,"['me', 'ly', 'no', 'no', '😍']","['ly', '😍']"
abeg enye me o,positive,"['abeg', 'enye', 'me', 'o']","['abeg', 'enye']"
😂🤣😂 ei dey funny me sef bro,positive,"['😂', '🤣', '😂', 'ei', 'dey', 'funny', 'me', 'sef', 'bro']","['😂', '🤣', '😂', 'ei', 'dey', 'funny', 'sef', 'bro']"
asanteni akdaa aa ayigbe ni na wono🤭 🔥🔥🔥,positive,"['asanteni', 'akdaa', 'aa', 'ayigbe', 'ni', 'na', 'wono', '🤭', '🔥', '🔥', '🔥']","['asanteni', 'akdaa', 'ayigbe', 'wono', '🤭', '🔥', '🔥', '🔥']"
wo da enda daasebre gyamena,positive,"['wo', 'da', 'enda', 'daasebre', 'gyamena']","['enda', 'daasebre', 'gyamena']"
akufoaddo etia block no so,positive,"['akufoaddo', 'etia', 'block', 'no', 'so']","['akufoaddo', 'etia', 'block']"
😂😂😂😂😂 pni di pni 👑➕ abcfra wani yaa tera wani nton yy wo papa arh wo r firi s wo b tuu no 👑➕🐐❤️✈️,positive,"['😂', '😂', '😂', '😂', '😂', 'pni', 'di', 'pni', '👑', '➕', 'abcfra', 'wani', 'yaa', 'tera', 'wani', 'nton', 'yy', 'wo', 'papa', 'arh', 'wo', 'r', 'firi', 's', 'wo', 'b', 'tuu', 'no', '👑', '➕', '🐐', '❤', '️', '✈', '️']","['😂', '😂', '😂', '😂', '😂', 'pni', 'pni', '👑', '➕', 'abcfra', 'wani', 'yaa', 'tera', 'wani', 'nton', 'yy', 'papa', 'arh', 'r', 'firi', 'b', 'tuu', '👑', '➕', '🐐', '❤', '️', '✈', '️']"
beer deɛ ɛnoaaaa ne clɔb,positive,"['beer', 'deɛ', 'ɛnoaaaa', 'ne', 'clɔb']","['beer', 'deɛ', 'ɛnoaaaa', 'clɔb']"
befa befa nkoaa ogeshi kakra nso,positive,"['befa', 'befa', 'nkoaa', 'ogeshi', 'kakra', 'nso']","['befa', 'befa', 'nkoaa', 'ogeshi', 'kakra']"
me feeli wo tu,positive,"['me', 'feeli', 'wo', 'tu']","['feeli', 'tu']"
friday night na ɔtse dɛn😁😉😀👌🏿,positive,"['friday', 'night', 'na', 'ɔtse', 'dɛn', '😁', '😉', '😀', '👌', '🏿']","['friday', 'night', 'ɔtse', 'dɛn', '😁', '😉', '😀', '👌', '🏿']"
obiara ne ne priority,positive,"['obiara', 'ne', 'ne', 'priority']","['obiara', 'priority']"
kwesi kyena am me p full song no w spotify 👍,positive,"['kwesi', 'kyena', 'am', 'me', 'p', 'full', 'song', 'no', 'w', 'spotify', '👍']","['kwesi', 'kyena', 'p', 'full', 'song', 'w', 'spotify', '👍']"
sei sei de score board pub de de whole kumerica ooo,positive,"['sei', 'sei', 'de', 'score', 'board', 'pub', 'de', 'de', 'whole', 'kumerica', 'ooo']","['sei', 'sei', 'score', 'board', 'pub', 'whole', 'kumerica', 'ooo']"
wey na sn no ¢ eeii online shopping ay fo saa eei😂😂😂,positive,"['wey', 'na', 'sn', 'no', '¢', 'eeii', 'online', 'shopping', 'ay', 'fo', 'saa', 'eei', '😂', '😂', '😂']","['wey', 'sn', '¢', 'eeii', 'online', 'shopping', 'ay', 'fo', 'saa', 'eei', '😂', '😂', '😂']"
eii at wo line so de😁,positive,"['eii', 'at', 'wo', 'line', 'so', 'de', '😁']","['eii', 'line', '😁']"
forgeti momo nu hahahaha happy birthday ma,positive,"['forgeti', 'momo', 'nu', 'hahahaha', 'happy', 'birthday', 'ma']","['forgeti', 'momo', 'nu', 'hahahaha', 'happy', 'birthday']"
y gye wo so,positive,"['y', 'gye', 'wo', 'so']",['gye']
eiiiiiiii koooo wo nunu🤝🤝,positive,"['eiiiiiiii', 'koooo', 'wo', 'nunu', '🤝', '🤝']","['eiiiiiiii', 'koooo', 'nunu', '🤝', '🤝']"
no abedi pele dat,positive,"['no', 'abedi', 'pele', 'dat']","['abedi', 'pele', 'dat']"
obolo dier eno a ne doggy,positive,"['obolo', 'dier', 'eno', 'a', 'ne', 'doggy']","['obolo', 'dier', 'eno', 'doggy']"
wei deɛ ntakra nkoaa o,positive,"['wei', 'deɛ', 'ntakra', 'nkoaa', 'o']","['wei', 'deɛ', 'ntakra', 'nkoaa']"
🎉🎉🎉♥️ me hemaa afehyia pa,positive,"['🎉', '🎉', '🎉', '♥', '️', 'me', 'hemaa', 'afehyia', 'pa']","['🎉', '🎉', '🎉', '♥', '️', 'hemaa', 'afehyia', 'pa']"
sebor bars mu bars asakaaa movement 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive,"['sebor', 'bars', 'mu', 'bars', 'asakaaa', 'movement', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']","['sebor', 'bars', 'bars', 'asakaaa', 'movement', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']"
nyame tumi so sen shatta wale lips nu 🙏🏾,positive,"['nyame', 'tumi', 'so', 'sen', 'shatta', 'wale', 'lips', 'nu', '🙏', '🏾']","['nyame', 'tumi', 'sen', 'shatta', 'wale', 'lips', 'nu', '🙏', '🏾']"
obrapa gya owura kwan,positive,"['obrapa', 'gya', 'owura', 'kwan']","['obrapa', 'gya', 'owura', 'kwan']"
me y sure wote plane mu ba ohemaa lizzy kurom de yb k,positive,"['me', 'y', 'sure', 'wote', 'plane', 'mu', 'ba', 'ohemaa', 'lizzy', 'kurom', 'de', 'yb', 'k']","['sure', 'wote', 'plane', 'ohemaa', 'lizzy', 'kurom', 'yb', 'k']"
ibi real ma guy 😂,positive,"['ibi', 'real', 'ma', 'guy', '😂']","['ibi', 'real', 'guy', '😂']"
greatest de me sr wo paa te me so kakra 😊🙏🏿,positive,"['greatest', 'de', 'me', 'sr', 'wo', 'paa', 'te', 'me', 'so', 'kakra', '😊', '🙏', '🏿']","['greatest', 'sr', 'paa', 'te', 'kakra', '😊', '🙏', '🏿']"
speeddddddd dierrrr enoaaa ne bmw,positive,"['speeddddddd', 'dierrrr', 'enoaaa', 'ne', 'bmw']","['speeddddddd', 'dierrrr', 'enoaaa', 'bmw']"
edo aa send me odds er,positive,"['edo', 'aa', 'send', 'me', 'odds', 'er']","['edo', 'send', 'odds', 'er']"
mɛma wo cedis wae 😂😂😂,positive,"['mɛma', 'wo', 'cedis', 'wae', '😂', '😂', '😂']","['mɛma', 'cedis', 'wae', '😂', '😂', '😂']"
saa school foc adwuma nu ya gyae,positive,"['saa', 'school', 'foc', 'adwuma', 'nu', 'ya', 'gyae']","['saa', 'school', 'foc', 'adwuma', 'nu', 'ya', 'gyae']"
vip bi ay d 😍😍😍😍😋😋😋 🤫,positive,"['vip', 'bi', 'ay', 'd', '😍', '😍', '😍', '😍', '😋', '😋', '😋', '🤫']","['vip', 'ay', '😍', '😍', '😍', '😍', '😋', '😋', '😋', '🤫']"
ei wo nan ho nwii f papa,positive,"['ei', 'wo', 'nan', 'ho', 'nwii', 'f', 'papa']","['ei', 'nan', 'nwii', 'f', 'papa']"
😂😂😂😃 e be gob anaa,positive,"['😂', '😂', '😂', '😃', 'e', 'be', 'gob', 'anaa']","['😂', '😂', '😂', '😃', 'e', 'gob', 'anaa']"
ksi fo da wase😂😂😂🤣🤣💔,positive,"['ksi', 'fo', 'da', 'wase', '😂', '😂', '😂', '🤣', '🤣', '💔']","['ksi', 'fo', 'wase', '😂', '😂', '😂', '🤣', '🤣', '💔']"
oh madrid de s y ne mmoaa 😅,positive,"['oh', 'madrid', 'de', 's', 'y', 'ne', 'mmoaa', '😅']","['oh', 'madrid', 'mmoaa', '😅']"
agenda fa ma wo sei deɛ wo nfa nkye kraaa,positive,"['agenda', 'fa', 'ma', 'wo', 'sei', 'deɛ', 'wo', 'nfa', 'nkye', 'kraaa']","['agenda', 'fa', 'sei', 'deɛ', 'nfa', 'nkye', 'kraaa']"
bankye ampasi ne mako 😋,positive,"['bankye', 'ampasi', 'ne', 'mako', '😋']","['bankye', 'ampasi', 'mako', '😋']"
bece mu nsem 🤣 massive 🔥🔥👍🏾,positive,"['bece', 'mu', 'nsem', '🤣', 'massive', '🔥', '🔥', '👍', '🏾']","['bece', 'nsem', '🤣', 'massive', '🔥', '🔥', '👍', '🏾']"
nny ghana na henfa biomu😂😂,positive,"['nny', 'ghana', 'na', 'henfa', 'biomu', '😂', '😂']","['nny', 'ghana', 'henfa', 'biomu', '😂', '😂']"
yde yho agye mu,positive,"['yde', 'yho', 'agye', 'mu']","['yde', 'yho', 'agye']"
abaa ye di bor takyi enoaa na ye di bor baah,positive,"['abaa', 'ye', 'di', 'bor', 'takyi', 'enoaa', 'na', 'ye', 'di', 'bor', 'baah']","['abaa', 'ye', 'bor', 'takyi', 'enoaa', 'ye', 'bor', 'baah']"
aloyafour no woheee oooo 😂,positive,"['aloyafour', 'no', 'woheee', 'oooo', '😂']","['aloyafour', 'woheee', 'oooo', '😂']"
black nana de gustavo oo anaa pote,positive,"['black', 'nana', 'de', 'gustavo', 'oo', 'anaa', 'pote']","['black', 'nana', 'gustavo', 'oo', 'anaa', 'pote']"
saa na wo bɛ ka,positive,"['saa', 'na', 'wo', 'bɛ', 'ka']","['saa', 'bɛ']"
twitwi wo sé oo na pepsodent y d sene postinor 😂💔,positive,"['twitwi', 'wo', 'sé', 'oo', 'na', 'pepsodent', 'y', 'd', 'sene', 'postinor', '😂', '💔']","['twitwi', 'sé', 'oo', 'pepsodent', 'sene', 'postinor', '😂', '💔']"
tipsters be ruli wiase nyinaaa🤣,positive,"['tipsters', 'be', 'ruli', 'wiase', 'nyinaaa', '🤣']","['tipsters', 'ruli', 'wiase', 'nyinaaa', '🤣']"
obiara nnim s me trappi nny nn🔥🔥🔥🔥,positive,"['obiara', 'nnim', 's', 'me', 'trappi', 'nny', 'nn', '🔥', '🔥', '🔥', '🔥']","['obiara', 'nnim', 'trappi', 'nny', 'nn', '🔥', '🔥', '🔥', '🔥']"
na mekekamu w asre fan mu,positive,"['na', 'mekekamu', 'w', 'asre', 'fan', 'mu']","['mekekamu', 'w', 'asre', 'fan']"
papaaapa😂 cs wo ppp 👍🏽,positive,"['papaaapa', '😂', 'cs', 'wo', 'ppp', '👍', '🏽']","['papaaapa', '😂', 'cs', 'ppp', '👍', '🏽']"
na yankee koraa ɔmo tua biden sika dollars yi tire,positive,"['na', 'yankee', 'koraa', 'ɔmo', 'tua', 'biden', 'sika', 'dollars', 'yi', 'tire']","['yankee', 'koraa', 'ɔmo', 'tua', 'biden', 'sika', 'dollars', 'yi', 'tire']"
eii information wo wiase ooh 🦅😂,positive,"['eii', 'information', 'wo', 'wiase', 'ooh', '🦅', '😂']","['eii', 'information', 'wiase', 'ooh', '🦅', '😂']"
gye idea pass baako,positive,"['gye', 'idea', 'pass', 'baako']","['gye', 'idea', 'pass', 'baako']"
masa yɛ steady wɔ hɔ,positive,"['masa', 'yɛ', 'steady', 'wɔ', 'hɔ']","['masa', 'steady', 'hɔ']"
sesiaa wo y pimp,positive,"['sesiaa', 'wo', 'y', 'pimp']","['sesiaa', 'pimp']"
verla p voltic bi nom nabra bio,positive,"['verla', 'p', 'voltic', 'bi', 'nom', 'nabra', 'bio']","['verla', 'p', 'voltic', 'nom', 'nabra', 'bio']"
b surprise akoa yi 😂😂😂😂,positive,"['b', 'surprise', 'akoa', 'yi', '😂', '😂', '😂', '😂']","['b', 'surprise', 'akoa', 'yi', '😂', '😂', '😂', '😂']"
hahahaha nkyea so ay asem lol,positive,"['hahahaha', 'nkyea', 'so', 'ay', 'asem', 'lol']","['hahahaha', 'nkyea', 'ay', 'asem', 'lol']"
na what u see ebi fufu anaa,positive,"['na', 'what', 'u', 'see', 'ebi', 'fufu', 'anaa']","['u', 'see', 'ebi', 'fufu', 'anaa']"
sammy flex dirr syiaaaa na op,positive,"['sammy', 'flex', 'dirr', 'syiaaaa', 'na', 'op']","['sammy', 'flex', 'dirr', 'syiaaaa', 'op']"
ooh nnema k so,positive,"['ooh', 'nnema', 'k', 'so']","['ooh', 'nnema', 'k']"
girls nyinaa y pure virgins,positive,"['girls', 'nyinaa', 'y', 'pure', 'virgins']","['girls', 'nyinaa', 'pure', 'virgins']"
f a m e y e 😍😍😍😍😍🙏🏽🙏🏽🙏🏽,positive,"['f', 'a', 'm', 'e', 'y', 'e', '😍', '😍', '😍', '😍', '😍', '🙏', '🏽', '🙏', '🏽', '🙏', '🏽']","['f', 'e', 'e', '😍', '😍', '😍', '😍', '😍', '🙏', '🏽', '🙏', '🏽', '🙏', '🏽']"
bermaaa hw abra afcon final ekoso enfa bi da,positive,"['bermaaa', 'hw', 'abra', 'afcon', 'final', 'ekoso', 'enfa', 'bi', 'da']","['bermaaa', 'hw', 'abra', 'afcon', 'final', 'ekoso', 'enfa']"
guru de no y mfante dokono paa ooo 🤣🤣🤣🤣🤣🤣 fm,positive,"['guru', 'de', 'no', 'y', 'mfante', 'dokono', 'paa', 'ooo', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', 'fm']","['guru', 'mfante', 'dokono', 'paa', 'ooo', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', 'fm']"
oh this de black kenkey unmashed and sugar wobu kenkey noaa na wode ab sugar no mu loud inside patasi,positive,"['oh', 'this', 'de', 'black', 'kenkey', 'unmashed', 'and', 'sugar', 'wobu', 'kenkey', 'noaa', 'na', 'wode', 'ab', 'sugar', 'no', 'mu', 'loud', 'inside', 'patasi']","['oh', 'black', 'kenkey', 'unmashed', 'sugar', 'wobu', 'kenkey', 'noaa', 'wode', 'ab', 'sugar', 'loud', 'inside', 'patasi']"
agya nimo da wasɛ 😂,positive,"['agya', 'nimo', 'da', 'wasɛ', '😂']","['agya', 'nimo', 'wasɛ', '😂']"
kwadwo wo bɛyp steady wate,positive,"['kwadwo', 'wo', 'bɛyp', 'steady', 'wate']","['kwadwo', 'bɛyp', 'steady', 'wate']"
adwen no anny adwuma body nu br 🔥,positive,"['adwen', 'no', 'anny', 'adwuma', 'body', 'nu', 'br', '🔥']","['adwen', 'anny', 'adwuma', 'body', 'nu', 'br', '🔥']"
on reggae mu kakai 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive,"['on', 'reggae', 'mu', 'kakai', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']","['reggae', 'kakai', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']"
wo kos kos nyinaa hy wotirim💀💀,positive,"['wo', 'kos', 'kos', 'nyinaa', 'hy', 'wotirim', '💀', '💀']","['kos', 'kos', 'nyinaa', 'hy', 'wotirim', '💀', '💀']"
one minute biaa na beef na mu eiii akosua toolobeef 🤣,positive,"['one', 'minute', 'biaa', 'na', 'beef', 'na', 'mu', 'eiii', 'akosua', 'toolobeef', '🤣']","['one', 'minute', 'biaa', 'beef', 'eiii', 'akosua', 'toolobeef', '🤣']"
meda nakoma so what a bed,positive,"['meda', 'nakoma', 'so', 'what', 'a', 'bed']","['meda', 'nakoma', 'bed']"
omode s omo ano👍👍,positive,"['omode', 's', 'omo', 'ano', '👍', '👍']","['omode', 'omo', 'ano', '👍', '👍']"
awurade yda wo ase,positive,"['awurade', 'yda', 'wo', 'ase']","['awurade', 'yda', 'ase']"
ei christ in me,positive,"['ei', 'christ', 'in', 'me']","['ei', 'christ']"
fa mfoni mmienu hooki me,positive,"['fa', 'mfoni', 'mmienu', 'hooki', 'me']","['fa', 'mfoni', 'mmienu', 'hooki']"
😂😂😂😂 ein sheda b jalabia anaa,positive,"['😂', '😂', '😂', '😂', 'ein', 'sheda', 'b', 'jalabia', 'anaa']","['😂', '😂', '😂', '😂', 'ein', 'sheda', 'b', 'jalabia', 'anaa']"
😹😹😹😹 wofa broya ho awe nkkok,positive,"['😹', '😹', '😹', '😹', 'wofa', 'broya', 'ho', 'awe', 'nkkok']","['😹', '😹', '😹', '😹', 'wofa', 'broya', 'awe', 'nkkok']"
tax on momo aba yi de gye s y ba fie bgye,positive,"['tax', 'on', 'momo', 'aba', 'yi', 'de', 'gye', 's', 'y', 'ba', 'fie', 'bgye']","['tax', 'momo', 'aba', 'yi', 'gye', 'fie', 'bgye']"
ei nipa paa nie🤔😊🤗 kumasi bi guy,positive,"['ei', 'nipa', 'paa', 'nie', '🤔', '😊', '🤗', 'kumasi', 'bi', 'guy']","['ei', 'nipa', 'paa', 'nie', '🤔', '😊', '🤗', 'kumasi', 'guy']"
ow baby na my no dn🙈😅,positive,"['ow', 'baby', 'na', 'my', 'no', 'dn', '🙈', '😅']","['ow', 'baby', 'dn', '🙈', '😅']"
wo taataa me oo 😂😂😂😂😂😂 nny wo f huh,positive,"['wo', 'taataa', 'me', 'oo', '😂', '😂', '😂', '😂', '😂', '😂', 'nny', 'wo', 'f', 'huh']","['taataa', 'oo', '😂', '😂', '😂', '😂', '😂', '😂', 'nny', 'f', 'huh']"
auntie dorothy yati wo request no na yɛ bɛhwɛ ma yɛbɛ tum ayɛ wɔho mmom ɔyɛa yɛmpɛ dɛ yɛbɛ ma spoilers ma hɔm a wɔ hwɛ anaa wɔbɛ hwɛ wɔ tv do ntsi yaati wo kyɛwpa no nanso yentum mma assurance dɛ ɔbɛba do mmom yɛda wase dɛ enya kwan wɔ wo busy phd schedule de hwɛ,positive,"['auntie', 'dorothy', 'yati', 'wo', 'request', 'no', 'na', 'yɛ', 'bɛhwɛ', 'ma', 'yɛbɛ', 'tum', 'ayɛ', 'wɔho', 'mmom', 'ɔyɛa', 'yɛmpɛ', 'dɛ', 'yɛbɛ', 'ma', 'spoilers', 'ma', 'hɔm', 'a', 'wɔ', 'hwɛ', 'anaa', 'wɔbɛ', 'hwɛ', 'wɔ', 'tv', 'do', 'ntsi', 'yaati', 'wo', 'kyɛwpa', 'no', 'nanso', 'yentum', 'mma', 'assurance', 'dɛ', 'ɔbɛba', 'do', 'mmom', 'yɛda', 'wase', 'dɛ', 'enya', 'kwan', 'wɔ', 'wo', 'busy', 'phd', 'schedule', 'de', 'hwɛ']","['auntie', 'dorothy', 'yati', 'request', 'bɛhwɛ', 'yɛbɛ', 'tum', 'ayɛ', 'wɔho', 'mmom', 'ɔyɛa', 'yɛmpɛ', 'dɛ', 'yɛbɛ', 'spoilers', 'hɔm', 'hwɛ', 'anaa', 'wɔbɛ', 'hwɛ', 'tv', 'ntsi', 'yaati', 'kyɛwpa', 'nanso', 'yentum', 'mma', 'assurance', 'dɛ', 'ɔbɛba', 'mmom', 'yɛda', 'wase', 'dɛ', 'enya', 'kwan', 'busy', 'phd', 'schedule', 'hwɛ']"
🥵🥵 fr me number na yenkasa,positive,"['🥵', '🥵', 'fr', 'me', 'number', 'na', 'yenkasa']","['🥵', '🥵', 'fr', 'number', 'yenkasa']"
err seconds na photoshoot na mu eii sterling,positive,"['err', 'seconds', 'na', 'photoshoot', 'na', 'mu', 'eii', 'sterling']","['err', 'seconds', 'photoshoot', 'eii', 'sterling']"
adwuma nu so paaa eigh,positive,"['adwuma', 'nu', 'so', 'paaa', 'eigh']","['adwuma', 'nu', 'paaa', 'eigh']"
ade yi y akn 😍😍😍 if i get a hmmmm,positive,"['ade', 'yi', 'y', 'akn', '😍', '😍', '😍', 'if', 'i', 'get', 'a', 'hmmmm']","['ade', 'yi', 'akn', '😍', '😍', '😍', 'get', 'hmmmm']"
ei 😂😂😂😂siaw and ama serwaa,positive,"['ei', '😂', '😂', '😂', '😂', 'siaw', 'and', 'ama', 'serwaa']","['ei', '😂', '😂', '😂', '😂', 'siaw', 'ama', 'serwaa']"
nana sendi me momo,positive,"['nana', 'sendi', 'me', 'momo']","['nana', 'sendi', 'momo']"
🔥🔥 b a n t a ma 🔥🔥 ✌🏿,positive,"['🔥', '🔥', 'b', 'a', 'n', 't', 'a', 'ma', '🔥', '🔥', '✌', '🏿']","['🔥', '🔥', 'b', 'n', '🔥', '🔥', '✌', '🏿']"
eeeiiiii send me momo,positive,"['eeeiiiii', 'send', 'me', 'momo']","['eeeiiiii', 'send', 'momo']"
shishi na bumbum akse ba,positive,"['shishi', 'na', 'bumbum', 'akse', 'ba']","['shishi', 'bumbum', 'akse']"
yɛɛgye tire na airkɔso oo chairmoo😹,positive,"['yɛɛgye', 'tire', 'na', 'airkɔso', 'oo', 'chairmoo', '😹']","['yɛɛgye', 'tire', 'airkɔso', 'oo', 'chairmoo', '😹']"
anyemi❤️good morning oooo te oy tn,positive,"['anyemi', '❤', '️', 'good', 'morning', 'oooo', 'te', 'oy', 'tn']","['anyemi', '❤', '️', 'good', 'morning', 'oooo', 'te', 'oy', 'tn']"
fa apetor nu hooki me 😂,positive,"['fa', 'apetor', 'nu', 'hooki', 'me', '😂']","['fa', 'apetor', 'nu', 'hooki', '😂']"
information wo wiase oo ei,positive,"['information', 'wo', 'wiase', 'oo', 'ei']","['information', 'wiase', 'oo', 'ei']"
ei ewurade me too im fine o 😩😩,positive,"['ei', 'ewurade', 'me', 'too', 'im', 'fine', 'o', '😩', '😩']","['ei', 'ewurade', 'im', 'fine', '😩', '😩']"
